Include,Color,Pos,Name,Cp,Concentration,Standard,Status,well,cq,well_row,well_col,sample_id,strain,pro_mCh,promoter,mCherry,bio_rep,ter_mod,terminator,construct,exp_rep,remove,prep_type,tech_rep,target_id,ref_cq,delta_cq,rel_abund
TRUE,255,I13,Sample 205,11.55,NA,0,NA,I13,11.55,I,13,pPGK1-mCherry-tRPS3_modC_BioRep1_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep1,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,3,mCh-7,13.95,-2.3999999999999986,5.2780316430915715
TRUE,255,A14,Sample 14,11.8,NA,0,NA,A14,11.8,A,14,pPGK1-mCherry-tRPS3_modC_BioRep2_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep2,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,1,mCh-7,13.58,-1.7799999999999994,3.4342617457510136
TRUE,255,E14,Sample 110,11.79,NA,0,NA,E14,11.79,E,14,pPGK1-mCherry-tRPS3_modC_BioRep2_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep2,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,2,mCh-7,13.58,-1.790000000000001,3.458148925231463
TRUE,255,I14,Sample 206,11.51,NA,0,NA,I14,11.51,I,14,pPGK1-mCherry-tRPS3_modC_BioRep2_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep2,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,3,mCh-7,13.58,-2.0700000000000003,4.19886673449227
TRUE,255,A15,Sample 15,12.54,NA,0,NA,A15,12.54,A,15,pPGK1-mCherry-tRPS3_modC_BioRep3_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep3,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,1,mCh-7,13.72,-1.1800000000000015,2.2657677705915997
TRUE,255,E15,Sample 111,11.96,NA,0,NA,E15,11.96,E,15,pPGK1-mCherry-tRPS3_modC_BioRep3_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep3,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,2,mCh-7,13.72,-1.7599999999999998,3.386981249450108
TRUE,255,I15,Sample 207,11.77,NA,0,NA,I15,11.77,I,15,pPGK1-mCherry-tRPS3_modC_BioRep3_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep3,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,3,mCh-7,13.72,-1.950000000000001,3.863745315699385
TRUE,255,A13,Sample 13,11.56,NA,0,NA,A13,11.56,A,13,pPGK1-mCherry-tRPS3_modC_BioRep4_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep4,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,1,mCh-7,14.28,-2.719999999999999,6.58872813814058
TRUE,255,E13,Sample 109,11.24,NA,0,NA,E13,11.24,E,13,pPGK1-mCherry-tRPS3_modC_BioRep4_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep4,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,2,mCh-7,14.28,-3.039999999999999,8.224910613248527
TRUE,255,I13,Sample 205,10.94,NA,0,NA,I13,10.94,I,13,pPGK1-mCherry-tRPS3_modC_BioRep4_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep4,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,3,mCh-7,14.28,-3.34,10.126052751762238
TRUE,255,A14,Sample 14,11.2,NA,0,NA,A14,11.2,A,14,pPGK1-mCherry-tRPS3_modC_BioRep5_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep5,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,1,mCh-7,13.48,-2.280000000000001,4.856779537580191
TRUE,255,E14,Sample 110,11.17,NA,0,NA,E14,11.17,E,14,pPGK1-mCherry-tRPS3_modC_BioRep5_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep5,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,2,mCh-7,13.48,-2.3100000000000005,4.9588307997559475
TRUE,255,I14,Sample 206,10.83,NA,0,NA,I14,10.83,I,14,pPGK1-mCherry-tRPS3_modC_BioRep5_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep5,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,3,mCh-7,13.48,-2.6500000000000004,6.276672783174007
TRUE,255,A15,Sample 15,11.44,NA,0,NA,A15,11.44,A,15,pPGK1-mCherry-tRPS3_modC_BioRep6_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep6,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,1,mCh-7,13.62,-2.1799999999999997,4.531535541183193
TRUE,255,E15,Sample 111,10.72,NA,0,NA,E15,10.72,E,15,pPGK1-mCherry-tRPS3_modC_BioRep6_ExpRep2,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep6,tRPS3_modC,tRPS3,modC,ExpRep2,FALSE,+RT,2,mCh-7,13.62,-2.8999999999999986,7.464263932294452
